City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
261,Mackay,AU,2022-07-20 21:41:06,-21.15,149.2,64.69,92,100,15.86,overcast clouds
262,Cabedelo,BR,2022-07-20 21:41:06,-6.9811,-34.8339,74.07,88,84,10.58,light rain
263,Sembakung,ID,2022-07-20 21:41:07,3.8167,117.25,72.59,99,98,2.24,overcast clouds
264,Havelock,US,2022-07-20 21:41:07,34.8791,-76.9013,84.18,80,40,8.99,scattered clouds
265,Botwood,CA,2022-07-20 21:41:08,49.1499,-55.3482,63.9,96,100,12.5,overcast clouds
266,Port Elizabeth,ZA,2022-07-20 21:33:16,-33.918,25.5701,56.1,95,75,6.91,broken clouds
267,Ust-Nera,RU,2022-07-20 21:36:49,64.5667,143.2,60.35,70,98,9.04,overcast clouds
268,Nanakuli,US,2022-07-20 21:41:08,21.3906,-158.1547,84.15,54,75,12.66,broken clouds
269,Torbay,CA,2022-07-20 21:41:08,47.6666,-52.7314,67.39,78,75,18.41,broken clouds
270,Kalulushi,ZM,2022-07-20 21:41:09,-12.8378,28.0919,65.61,48,94,7.74,overcast clouds
271,Nicolas Bravo,MX,2022-07-20 21:41:09,18.45,-88.9167,89.69,50,94,6.58,overcast clouds
272,Sarti,GR,2022-07-20 21:41:10,40.1,23.9833,76.69,56,0,2.75,clear sky
273,Kungurtug,RU,2022-07-20 21:42:10,50.5994,97.5228,46.33,81,100,0.38,overcast clouds
274,Zhigansk,RU,2022-07-20 21:34:37,66.7697,123.3711,51.96,65,98,15.61,overcast clouds
275,Karratha,AU,2022-07-20 21:33:17,-20.7377,116.8463,65.84,63,4,6.87,clear sky
276,Dillon,US,2022-07-20 21:42:11,34.4166,-79.3712,96.78,80,64,5.39,broken clouds
277,Mayo,US,2022-07-20 21:42:11,38.8876,-76.5119,94.46,64,0,12.66,clear sky
278,Nikolsk,RU,2022-07-20 21:42:11,53.7189,46.0712,57.63,76,100,7.52,overcast clouds
279,Bawku,GH,2022-07-20 21:42:12,11.0616,-0.2417,78.57,66,43,2.68,scattered clouds
280,Roswell,US,2022-07-20 21:42:12,34.0232,-84.3616,91.18,68,40,11.5,scattered clouds
281,Fukue,JP,2022-07-20 21:42:12,32.6881,128.8419,80.87,92,100,18.1,heavy intensity rain
282,Rafai,CF,2022-07-20 21:42:13,4.95,23.9167,67.59,98,47,1.05,scattered clouds
283,Rosa Zarate,EC,2022-07-20 21:42:13,0.3333,-79.4667,81.36,72,89,5.55,overcast clouds
284,San Cristobal,VE,2022-07-20 21:37:28,7.7669,-72.225,78.98,67,50,5.5,scattered clouds
285,Tres Arroyos,AR,2022-07-20 21:42:13,-38.3739,-60.2798,58.48,52,58,16.91,broken clouds
286,Fremont,US,2022-07-20 21:40:20,37.5483,-121.9886,98.38,39,0,10.36,clear sky
287,Eyl,SO,2022-07-20 21:42:14,7.9803,49.8164,74.41,81,34,16.4,scattered clouds
288,Big Bend,SZ,2022-07-20 21:42:14,-26.8167,31.9333,63.0,93,65,3.53,light rain
289,Ierapetra,GR,2022-07-20 21:42:15,35.01,25.7353,76.14,56,0,11.01,clear sky
290,Fairbanks,US,2022-07-20 21:40:02,64.8378,-147.7164,66.31,58,75,8.05,broken clouds
291,Kitimat,CA,2022-07-20 21:42:15,54.0524,-128.6534,71.98,43,81,3.78,broken clouds
292,Henties Bay,NA,2022-07-20 21:42:15,-22.116,14.2845,54.84,87,0,6.44,clear sky
293,Kudahuvadhoo,MV,2022-07-20 21:42:16,2.6708,72.8944,80.33,71,100,16.55,heavy intensity rain
294,Comodoro Rivadavia,AR,2022-07-20 21:42:16,-45.8667,-67.5,44.46,33,0,25.32,clear sky
295,Alofi,NU,2022-07-20 21:42:16,-19.0595,-169.9187,76.89,73,75,9.22,broken clouds
296,Roma,US,2022-07-20 21:41:17,43.2128,-75.4557,94.35,48,0,12.66,clear sky
297,Lobito,AO,2022-07-20 21:42:17,-12.3481,13.5456,67.26,89,42,1.14,scattered clouds
298,Zhanaozen,KZ,2022-07-20 21:42:17,43.3,52.8,84.72,29,45,22.3,scattered clouds
299,Ulaangom,MN,2022-07-20 21:42:17,49.9811,92.0667,55.8,47,5,1.41,clear sky
300,Lermontovka,RU,2022-07-20 21:40:24,47.1453,134.3383,67.5,93,24,1.95,few clouds
301,Lagoa,PT,2022-07-20 21:34:35,39.05,-27.9833,71.82,81,7,4.29,clear sky
302,Micheweni,TZ,2022-07-20 21:42:18,-4.9667,39.8333,73.49,81,20,13.58,light rain
303,Manzil Salim,TN,2022-07-20 21:42:18,35.8567,8.4765,81.66,31,1,3.76,clear sky
304,Toktogul,KG,2022-07-20 21:42:19,41.8708,72.9402,73.31,34,0,2.48,clear sky
305,Padang,ID,2022-07-20 21:42:19,-0.9492,100.3543,75.99,85,65,3.91,light rain
306,Samana,DO,2022-07-20 21:42:19,19.2056,-69.3369,88.02,70,20,9.22,few clouds
307,Shenxian,CN,2022-07-20 21:42:20,36.2411,115.6672,68.49,97,6,4.94,clear sky
308,Komsomolskiy,UZ,2022-07-20 21:42:20,40.4272,71.7189,79.52,34,0,9.22,clear sky
309,Lundazi,ZM,2022-07-20 21:42:21,-12.2929,33.1782,64.02,59,55,11.99,broken clouds
310,Alenquer,BR,2022-07-20 21:42:21,-1.9417,-54.7383,78.94,78,92,3.69,overcast clouds
311,Yatou,CN,2022-07-20 21:42:21,37.15,122.3833,71.28,90,83,5.5,broken clouds
312,San Carlos De Bariloche,AR,2022-07-20 21:42:22,-41.1456,-71.3082,38.95,81,75,17.27,broken clouds
313,Akdepe,TM,2022-07-20 21:42:22,42.0551,59.3788,86.09,21,0,9.53,clear sky
314,Amapa,BR,2022-07-20 21:42:23,1.0,-52.0,73.51,98,63,2.3,moderate rain
315,Taltal,CL,2022-07-20 21:42:23,-25.4,-70.4833,59.41,79,100,1.74,overcast clouds
316,Independence,US,2022-07-20 21:42:23,39.0911,-94.4155,95.11,43,0,11.5,clear sky
317,Osmena,PH,2022-07-20 21:42:24,10.5208,119.9258,81.07,77,80,2.37,broken clouds
318,Itarema,BR,2022-07-20 21:42:24,-2.9248,-39.9167,78.08,75,68,13.8,broken clouds
319,Jumla,NP,2022-07-20 21:43:24,29.2747,82.1838,63.73,97,100,1.45,overcast clouds
320,Tabou,CI,2022-07-20 21:43:25,4.423,-7.3528,75.47,72,100,8.57,overcast clouds
321,Taoudenni,ML,2022-07-20 21:43:26,22.6783,-3.9836,94.84,34,55,17.54,broken clouds
322,Vila,PT,2022-07-20 21:34:34,42.0304,-8.1588,68.7,62,0,5.17,clear sky
323,Ambulu,ID,2022-07-20 21:43:26,-8.345,113.6058,71.04,90,6,3.83,clear sky
324,Bundaberg,AU,2022-07-20 21:41:34,-24.85,152.35,59.22,91,100,5.99,moderate rain
325,Caribou,US,2022-07-20 21:43:27,46.8606,-68.012,81.03,37,0,10.36,clear sky
326,Kahului,US,2022-07-20 21:43:27,20.8947,-156.47,83.97,61,40,21.85,scattered clouds
327,Meulaboh,ID,2022-07-20 21:43:27,4.1363,96.1285,75.24,85,99,4.03,overcast clouds
328,Salalah,OM,2022-07-20 21:43:28,17.0151,54.0924,77.09,94,100,5.75,drizzle
329,Coquimbo,CL,2022-07-20 21:43:28,-29.9533,-71.3436,55.13,82,100,2.3,overcast clouds
330,Gunjur,GM,2022-07-20 21:43:29,13.2019,-16.7339,78.87,83,75,4.61,thunderstorm
331,Sibolga,ID,2022-07-20 21:43:29,1.7427,98.7792,75.15,86,63,3.31,broken clouds
332,Mitsamiouli,KM,2022-07-20 21:43:29,-11.3847,43.2844,75.38,69,0,8.34,clear sky
333,Grindavik,IS,2022-07-20 21:43:30,63.8424,-22.4338,53.55,87,40,16.11,scattered clouds
334,Yumen,CN,2022-07-20 21:43:30,40.2833,97.2,60.19,56,99,18.92,overcast clouds
335,Moses Lake,US,2022-07-20 21:43:31,47.1301,-119.2781,97.88,19,0,8.05,clear sky
336,Ust-Ordynskiy,RU,2022-07-20 21:43:31,52.805,104.7508,53.78,83,57,2.89,broken clouds
337,Jardim,BR,2022-07-20 21:40:59,-21.4803,-56.1381,76.95,28,7,3.65,clear sky
338,Wuwei,CN,2022-07-20 21:43:31,37.9281,102.6414,66.65,51,83,14.67,moderate rain
339,Mangrol,IN,2022-07-20 21:43:32,21.1167,70.1167,80.24,86,82,17.94,broken clouds
340,Duluth,US,2022-07-20 21:40:57,46.7833,-92.1066,86.34,39,0,23.02,clear sky
341,Kontagora,NG,2022-07-20 21:43:33,10.3999,5.4695,74.91,80,98,0.4,light rain
342,Abalak,RU,2022-07-20 21:43:33,58.1286,68.5944,59.49,96,100,2.55,light rain
343,Dongli,CN,2022-07-20 21:43:33,23.5656,116.8194,78.78,94,0,0.0,clear sky
344,Half Moon Bay,US,2022-07-20 21:43:34,37.4636,-122.4286,86.05,67,40,20.71,scattered clouds
345,Sassandra,CI,2022-07-20 21:43:34,4.95,-6.0833,73.53,77,48,5.99,scattered clouds
346,Ketou,BJ,2022-07-20 21:43:34,7.3633,2.5998,71.53,80,96,6.22,overcast clouds
347,Alice Springs,AU,2022-07-20 21:42:26,-23.7,133.8833,31.55,74,0,0.0,clear sky
348,Figeac,FR,2022-07-20 21:43:35,44.75,1.9167,62.76,77,0,1.36,clear sky
349,Turinsk,RU,2022-07-20 21:43:29,58.0458,63.696,59.32,80,92,8.1,overcast clouds
350,Port Lincoln,AU,2022-07-20 21:43:35,-34.7333,135.8667,51.49,80,77,11.81,broken clouds
351,Veraval,IN,2022-07-20 21:43:36,20.9,70.3667,80.17,86,88,17.36,overcast clouds
352,Hovd,MN,2022-07-20 21:43:36,48.0056,91.6419,54.66,56,5,3.87,clear sky
353,Tilichiki,RU,2022-07-20 21:43:36,60.4667,166.1,59.38,44,6,7.38,clear sky
354,Scottsbluff,US,2022-07-20 21:43:37,41.8666,-103.6672,97.92,19,0,6.91,clear sky
355,Kashin,RU,2022-07-20 21:43:37,57.3592,37.6081,56.93,99,100,5.48,overcast clouds
356,Opuwo,NA,2022-07-20 21:43:37,-18.0607,13.84,59.43,33,0,6.04,clear sky
357,Bilibino,RU,2022-07-20 21:43:38,68.0546,166.4372,47.77,59,96,3.44,overcast clouds
358,Malkangiri,IN,2022-07-20 21:43:38,18.35,81.9,76.15,92,100,1.7,overcast clouds
359,Balingasay,PH,2022-07-20 21:43:38,16.3573,119.8564,84.16,75,100,6.55,light rain
360,Flinders,AU,2022-07-20 21:43:39,-34.5833,150.8552,51.19,94,100,4.0,light rain
361,Balykshi,KZ,2022-07-20 21:43:39,47.0667,51.8667,69.8,78,75,8.95,light intensity shower rain
362,Longyearbyen,SJ,2022-07-20 21:43:40,78.2186,15.6401,48.04,93,75,3.44,broken clouds
363,Freeport,US,2022-07-20 21:41:17,40.6576,-73.5832,96.78,53,0,19.57,clear sky
364,Ivanivka,UA,2022-07-20 21:43:40,46.7208,34.553,71.01,52,53,8.03,broken clouds
365,Walvis Bay,NA,2022-07-20 21:34:42,-22.9575,14.5053,55.09,82,0,4.61,clear sky
366,Narsaq,GL,2022-07-20 21:42:05,60.9167,-46.05,57.42,82,86,3.51,overcast clouds
367,Sobolevo,RU,2022-07-20 21:44:41,54.4299,31.8996,59.27,60,95,14.83,overcast clouds
368,Adeje,ES,2022-07-20 21:44:41,28.1227,-16.726,82.87,69,0,2.3,clear sky
369,Sabang,ID,2022-07-20 21:44:41,5.8933,95.3214,82.65,73,100,22.77,overcast clouds
370,Plettenberg Bay,ZA,2022-07-20 21:44:42,-34.0527,23.3716,53.01,88,46,4.72,scattered clouds
371,Tateyama,JP,2022-07-20 21:44:42,34.9833,139.8667,79.11,79,48,8.52,scattered clouds
372,San Antonio,US,2022-07-20 21:42:35,29.4241,-98.4936,106.0,33,40,14.97,scattered clouds
373,Middletown,US,2022-07-20 21:40:21,39.5151,-84.3983,94.66,62,40,61.0,scattered clouds
374,Ryde,GB,2022-07-20 21:44:43,50.73,-1.1621,68.67,90,60,1.99,broken clouds
375,Yegorlykskaya,RU,2022-07-20 21:44:43,46.5656,40.6562,66.56,51,0,7.05,clear sky
376,Santa Fe,AR,2022-07-20 21:43:50,-31.6333,-60.7,67.01,74,95,1.99,overcast clouds
377,Leiyang,CN,2022-07-20 21:44:43,26.4024,112.8591,79.16,82,100,7.81,overcast clouds
378,Najran,SA,2022-07-20 21:42:14,17.4924,44.1277,88.45,49,100,10.94,overcast clouds
379,Broken Hill,AU,2022-07-20 21:44:44,-31.95,141.4333,47.17,92,99,14.18,overcast clouds
380,Kars,TR,2022-07-20 21:44:44,40.602,43.095,59.45,88,0,9.22,clear sky
381,Abnub,EG,2022-07-20 21:44:45,27.2696,31.1511,86.22,23,4,8.75,clear sky
382,Sept-Iles,CA,2022-07-20 21:43:50,50.2001,-66.3821,79.32,42,40,18.41,scattered clouds
383,Altamont,US,2022-07-20 21:44:45,42.2068,-121.7372,94.78,18,0,1.99,clear sky
384,Thongwa,MM,2022-07-20 21:44:45,16.7619,96.5278,80.76,93,100,4.38,overcast clouds
385,Nioki,CD,2022-07-20 21:44:46,-2.7167,17.6833,77.38,66,62,1.54,broken clouds
386,Cairns,AU,2022-07-20 21:44:46,-16.9167,145.7667,69.75,85,75,8.05,broken clouds
387,Stejaru,RO,2022-07-20 21:44:46,44.7667,28.55,70.41,52,40,6.15,scattered clouds
388,Maham,IN,2022-07-20 21:44:47,28.9833,76.3,80.78,82,98,7.18,overcast clouds
389,Pisco,PE,2022-07-20 21:40:24,-13.7,-76.2167,61.02,88,100,6.91,mist
390,Atasu,KZ,2022-07-20 21:44:47,48.6814,71.6433,78.93,41,96,5.86,overcast clouds
391,Aleksandrov Gay,RU,2022-07-20 21:44:48,50.147,48.5704,69.8,42,40,7.16,scattered clouds
392,Sydney Mines,CA,2022-07-20 21:44:48,46.2367,-60.2177,72.81,68,40,25.32,scattered clouds
393,Budhlada,IN,2022-07-20 21:44:48,29.9333,75.5667,80.38,84,99,9.08,overcast clouds
394,Alekseyevsk,RU,2022-07-20 21:44:49,57.8406,108.3492,56.61,91,46,3.09,scattered clouds
395,Mogadishu,SO,2022-07-20 21:44:49,2.0371,45.3438,74.95,83,96,19.62,light rain
396,Maravilha,BR,2022-07-20 21:44:49,-26.7608,-53.1725,67.62,89,8,4.25,clear sky
397,Estelle,US,2022-07-20 21:40:58,29.8458,-90.1067,96.01,58,75,17.27,thunderstorm
398,Westlock,CA,2022-07-20 21:44:50,54.1502,-113.8688,72.82,45,31,10.54,scattered clouds
399,Kenai,US,2022-07-20 21:44:50,60.5544,-151.2583,55.49,91,100,13.8,overcast clouds
400,Samarkand,UZ,2022-07-20 21:44:51,39.6542,66.9597,76.42,53,0,9.22,clear sky
401,Ondangwa,NA,2022-07-20 21:44:51,-17.9167,15.95,53.6,35,0,2.3,clear sky
402,Spring Hill,US,2022-07-20 21:40:45,28.4769,-82.5255,94.05,71,20,5.99,few clouds
403,Magugu,TZ,2022-07-20 21:44:51,-4.0167,35.7667,58.96,88,50,3.91,scattered clouds
404,Garcia,MX,2022-07-20 21:44:52,25.8167,-100.5833,99.77,18,3,10.07,clear sky
405,Nanortalik,GL,2022-07-20 21:41:46,60.1432,-45.2371,50.36,85,16,13.94,few clouds
406,Santiago Del Estero,AR,2022-07-20 21:43:02,-27.7951,-64.2615,70.83,47,99,7.23,overcast clouds
407,Naze,JP,2022-07-20 21:44:52,28.3667,129.4833,79.72,86,67,16.8,broken clouds
408,Petropavl,KZ,2022-07-20 21:44:53,54.8753,69.1628,59.94,97,4,7.11,light rain
409,Chaiyaphum,TH,2022-07-20 21:44:53,15.75,102.0,80.98,90,100,3.91,light rain
410,Deep River,CA,2022-07-20 21:44:53,46.1001,-77.4995,83.95,54,86,9.01,overcast clouds
411,Hambantota,LK,2022-07-20 21:44:54,6.1241,81.1185,77.34,100,20,4.61,few clouds
412,Sitka,US,2022-07-20 21:44:54,57.0531,-135.33,53.49,87,100,5.75,light rain
413,Palauig,PH,2022-07-20 21:45:54,15.435,119.9045,81.64,76,99,4.83,light rain
414,Muskegon,US,2022-07-20 21:44:42,43.3,-86.1334,84.06,63,40,14.97,scattered clouds
415,Krasnoselkup,RU,2022-07-20 21:45:55,65.7,82.4667,51.13,86,100,2.98,overcast clouds
416,Paamiut,GL,2022-07-20 21:45:55,61.994,-49.6678,50.22,84,90,15.32,overcast clouds
417,Sola,VU,2022-07-20 21:45:55,-13.8833,167.55,81.27,83,75,0.0,broken clouds
418,Jalu,LY,2022-07-20 21:45:56,29.0331,21.5482,79.03,33,0,19.08,clear sky
419,Aylesbury,GB,2022-07-20 21:45:56,51.8167,-0.8146,66.58,88,84,1.01,broken clouds
420,Santa Cruz,BO,2022-07-20 21:45:24,-17.8,-63.1667,85.46,42,6,13.8,clear sky
421,Nieves,PH,2022-07-20 21:45:57,15.3274,120.9485,78.31,88,99,3.15,overcast clouds
422,Poya,NC,2022-07-20 21:45:57,-21.35,165.15,74.12,90,100,5.68,overcast clouds
423,Poum,NC,2022-07-20 21:42:09,-20.2333,164.0167,76.19,84,100,8.99,overcast clouds
424,Shadrinsk,RU,2022-07-20 21:45:58,56.0852,63.6335,56.3,93,7,7.74,clear sky
425,Gazojak,TM,2022-07-20 21:44:52,41.1875,61.4036,90.12,19,0,11.27,clear sky
426,Axim,GH,2022-07-20 21:45:58,4.8699,-2.2405,73.31,74,60,7.52,broken clouds
427,Leamington,CA,2022-07-20 21:42:09,42.0549,-82.6062,88.95,100,3,21.99,clear sky
428,Winona,US,2022-07-20 21:45:59,43.9666,-91.7668,86.43,41,0,11.5,clear sky
429,Farso,DK,2022-07-20 21:45:59,56.7728,9.3393,71.26,91,30,8.41,scattered clouds
430,Sambava,MG,2022-07-20 21:45:59,-14.2667,50.1667,69.03,83,42,13.35,light rain
431,Iskateley,RU,2022-07-20 21:46:00,67.6803,53.1512,46.87,94,36,12.17,scattered clouds
432,Puerto Del Rosario,ES,2022-07-20 21:46:00,28.5004,-13.8627,76.75,73,9,6.91,clear sky
433,Vila Franca Do Campo,PT,2022-07-20 21:42:12,37.7167,-25.4333,70.21,84,53,1.77,broken clouds
434,El Dorado,US,2022-07-20 21:46:00,38.7666,-120.5177,96.93,18,0,1.01,clear sky
435,Rudsar,IR,2022-07-20 21:46:01,37.1376,50.288,78.78,87,55,6.26,broken clouds
436,Hasaki,JP,2022-07-20 21:45:03,35.7333,140.8333,77.4,79,99,7.49,overcast clouds
437,Curaca,BR,2022-07-20 21:46:01,-8.9903,-39.9094,75.72,64,97,15.43,overcast clouds
438,Awjilah,LY,2022-07-20 21:46:02,29.1081,21.2869,78.73,33,0,17.02,clear sky
439,Balkhash,KZ,2022-07-20 21:46:02,46.844,74.9804,73.42,47,0,9.55,clear sky
440,North Myrtle Beach,US,2022-07-20 21:46:02,33.816,-78.68,87.91,86,0,18.41,clear sky
441,Ternate,ID,2022-07-20 21:46:03,0.8,127.4,79.93,81,100,2.44,overcast clouds
442,Kemijarvi,FI,2022-07-20 21:46:04,66.7131,27.4306,55.13,89,68,0.65,broken clouds
443,Aswan,EG,2022-07-20 21:43:28,24.0934,32.907,94.3,21,0,8.05,clear sky
444,Belmonte,BR,2022-07-20 21:46:04,-15.8631,-38.8828,71.94,80,4,8.77,clear sky
445,Cayenne,GF,2022-07-20 21:46:05,4.9333,-52.3333,82.44,1,40,8.05,scattered clouds
446,Doha,QA,2022-07-20 21:46:05,25.2867,51.5333,95.31,59,0,5.75,clear sky
447,Noumea,NC,2022-07-20 21:46:06,-22.2763,166.4572,75.99,99,97,8.93,overcast clouds
448,Nelson Bay,AU,2022-07-20 21:46:07,-32.7167,152.15,60.01,82,86,11.99,light rain
449,Merke,KZ,2022-07-20 21:46:07,42.8728,73.1786,73.6,24,0,4.41,clear sky
450,Kudat,MY,2022-07-20 21:46:08,6.8837,116.8477,77.29,94,20,0.0,few clouds
451,Inuvik,CA,2022-07-20 21:46:08,68.3499,-133.7218,66.96,50,75,6.91,broken clouds
452,Srandakan,ID,2022-07-20 21:46:09,-7.9386,110.2506,75.85,83,100,5.66,overcast clouds
453,North Bend,US,2022-07-20 21:44:42,43.4065,-124.2243,77.23,86,100,12.66,overcast clouds
454,Vanimo,PG,2022-07-20 21:46:09,-2.6741,141.3028,76.42,88,100,3.49,overcast clouds
455,Egvekinot,RU,2022-07-20 21:46:10,66.3167,-179.1667,39.29,58,70,7.45,broken clouds
456,Kassala,SD,2022-07-20 21:46:10,15.451,36.4,73.74,82,100,18.25,overcast clouds
457,Ahipara,NZ,2022-07-20 21:46:10,-35.1667,173.1667,55.33,75,73,19.06,broken clouds
458,Chicama,PE,2022-07-20 21:41:49,-7.8447,-79.1469,63.14,64,4,8.23,clear sky
459,Ereymentau,KZ,2022-07-20 21:46:11,51.6199,73.1033,65.43,83,97,10.89,light rain
460,Sorong,ID,2022-07-20 21:47:11,-0.8833,131.25,76.89,88,91,10.49,overcast clouds
461,Lavrentiya,RU,2022-07-20 21:47:12,65.5833,-171.0,40.59,81,100,25.86,overcast clouds
462,Sao Felix Do Xingu,BR,2022-07-20 21:47:12,-6.6447,-51.995,80.4,43,34,0.6,scattered clouds
463,Dingle,PH,2022-07-20 21:42:15,10.9995,122.6711,76.77,89,80,1.48,broken clouds
464,Faridpur,BD,2022-07-20 21:47:12,23.6,89.8333,79.92,89,100,6.69,overcast clouds
465,Bathsheba,BB,2022-07-20 21:47:13,13.2167,-59.5167,84.81,95,40,16.11,scattered clouds
466,Muborak,UZ,2022-07-20 21:47:13,39.2553,65.1528,86.79,14,0,15.1,clear sky
467,San Juan,AR,2022-07-20 21:43:22,-31.5375,-68.5364,60.87,23,0,7.49,clear sky
468,Plouzane,FR,2022-07-20 21:47:14,48.3833,-4.6167,61.12,88,100,5.75,overcast clouds
469,Ivanava,BY,2022-07-20 21:47:14,52.1451,25.5365,54.66,88,0,7.58,clear sky
470,Morehead,US,2022-07-20 21:47:14,37.2711,-87.1764,95.99,60,0,8.05,clear sky
471,Khandbari,NP,2022-07-20 21:47:15,27.3747,87.2039,72.64,89,100,0.58,overcast clouds
472,Tahe,CN,2022-07-20 21:47:15,52.3333,124.7333,65.12,85,95,2.44,overcast clouds
473,Korla,CN,2022-07-20 21:47:16,41.7597,86.1469,66.92,50,0,2.46,clear sky
474,Catuday,PH,2022-07-20 21:47:16,16.2923,119.8062,81.95,77,100,6.62,overcast clouds
475,Brigantine,US,2022-07-20 21:47:16,39.4101,-74.3646,95.04,64,0,13.8,clear sky
476,Lakshmipur,BD,2022-07-20 21:47:17,22.95,90.8333,81.12,86,98,7.56,overcast clouds
477,Kaeo,NZ,2022-07-20 21:47:17,-35.1,173.7833,55.33,95,26,14.16,scattered clouds
478,San Angelo,US,2022-07-20 21:43:06,31.4638,-100.437,102.88,27,0,7.0,clear sky
479,Laguna,US,2022-07-20 21:45:01,38.421,-121.4238,103.75,23,0,8.05,clear sky
480,Baykit,RU,2022-07-20 21:47:18,61.67,96.37,52.3,95,19,2.3,few clouds
481,Kyren,RU,2022-07-20 21:47:18,51.6828,102.1408,54.82,81,100,1.03,light rain
482,Awbari,LY,2022-07-20 21:47:18,26.5921,12.7805,83.82,20,0,5.59,clear sky
483,Zalantun,CN,2022-07-20 21:47:19,48.0,122.7167,70.92,79,0,3.09,clear sky
484,Lloret De Mar,ES,2022-07-20 21:47:19,41.6999,2.8457,81.9,71,0,5.01,clear sky
485,Bismarck,US,2022-07-20 21:45:37,46.8083,-100.7837,93.04,37,0,20.71,clear sky
486,Chernaya Kholunitsa,RU,2022-07-20 21:47:20,58.8511,51.7154,50.59,96,56,2.24,broken clouds
487,Shebalino,RU,2022-07-20 21:47:20,51.2917,85.6772,50.74,67,94,6.87,overcast clouds
488,Mentougou,CN,2022-07-20 21:47:20,39.9392,116.0917,72.54,79,5,1.97,clear sky
489,Beyneu,KZ,2022-07-20 21:47:21,45.3167,55.2,82.96,33,88,14.79,overcast clouds
490,Shelburne,CA,2022-07-20 21:47:21,44.0787,-80.2041,82.85,55,100,20.36,light rain
491,Biak,ID,2022-07-20 21:47:22,-0.9131,122.8766,74.71,85,37,3.47,scattered clouds
492,Boyolangu,ID,2022-07-20 21:47:22,-8.1181,111.8935,72.81,91,85,5.48,overcast clouds
493,Kavaratti,IN,2022-07-20 21:46:18,10.5669,72.642,81.05,79,100,19.33,moderate rain
494,Cabinda,AO,2022-07-20 21:47:22,-5.55,12.2,72.03,84,96,6.44,overcast clouds
495,Sterling,US,2022-07-20 21:42:55,39.0062,-77.4286,94.33,59,40,10.36,scattered clouds
496,Pervomaysk,UA,2022-07-20 21:47:23,48.0443,30.8507,67.15,66,72,8.88,broken clouds
497,Nemuro,JP,2022-07-20 21:47:23,43.3236,145.575,58.48,90,69,7.07,broken clouds
498,Pitimbu,BR,2022-07-20 21:47:23,-7.4706,-34.8086,73.99,88,91,11.12,overcast clouds
499,Batagay-Alyta,RU,2022-07-20 21:47:24,67.8006,130.4114,41.34,79,100,1.61,overcast clouds
500,Atbasar,KZ,2022-07-20 21:47:24,51.8,68.3333,63.61,83,76,7.09,broken clouds
501,San Jose,US,2022-07-20 21:45:02,37.3394,-121.895,94.91,38,0,10.36,clear sky
502,Fort Nelson,CA,2022-07-20 21:45:29,58.8053,-122.7002,74.79,33,40,2.3,scattered clouds
503,Huarmey,PE,2022-07-20 21:47:25,-10.0681,-78.1522,65.89,75,0,10.49,clear sky
504,Vrede,ZA,2022-07-20 21:47:25,-27.4257,29.1659,47.08,57,75,2.44,broken clouds
505,Korhogo,CI,2022-07-20 21:47:26,9.45,-5.6333,70.27,95,98,4.92,overcast clouds
506,Gisborne,NZ,2022-07-20 21:47:26,-38.6533,178.0042,53.19,61,15,14.18,few clouds
507,Shimoda,JP,2022-07-20 21:47:26,34.6667,138.95,79.11,82,95,7.49,overcast clouds
508,Hami,CN,2022-07-20 21:48:27,42.8,93.45,64.92,57,24,2.73,few clouds
509,Koygorodok,RU,2022-07-20 21:48:27,60.445,50.9968,51.35,97,23,2.75,few clouds
510,Bairiki,KI,2022-07-20 21:43:35,1.3292,172.9752,80.6,83,75,5.75,light intensity shower rain
511,Kalemie,CD,2022-07-20 21:48:28,-5.9475,29.1947,71.04,53,0,1.34,clear sky
512,Port Hedland,AU,2022-07-20 21:48:28,-20.3167,118.5667,55.45,71,0,4.61,clear sky
513,Formosa Do Rio Preto,BR,2022-07-20 21:48:28,-11.0483,-45.1931,73.47,30,1,4.05,clear sky
514,Nizhniy Kuranakh,RU,2022-07-20 21:48:29,58.8353,125.4869,64.71,84,0,2.06,clear sky
515,Boguchany,RU,2022-07-20 21:48:29,58.3814,97.4531,52.5,98,75,3.74,broken clouds
516,Ilulissat,GL,2022-07-20 21:44:14,69.2167,-51.1,60.82,39,75,8.05,broken clouds
517,Nkowakowa,ZA,2022-07-20 21:48:30,-23.8878,30.2871,59.7,73,73,4.03,broken clouds
518,Pemangkat,ID,2022-07-20 21:48:30,1.1667,108.9667,78.06,88,15,4.21,few clouds
519,Epe,NG,2022-07-20 21:48:30,6.5841,3.9834,73.22,80,85,6.02,overcast clouds
520,Nueva Gerona,CU,2022-07-20 21:48:31,21.8833,-82.8,86.67,65,22,9.19,few clouds
521,Namatanai,PG,2022-07-20 21:48:31,-3.6667,152.4333,81.09,74,94,6.13,overcast clouds
522,Monroe,US,2022-07-20 21:46:54,43.1501,-77.6831,92.75,51,75,10.36,broken clouds
523,Gashua,NG,2022-07-20 21:48:32,12.871,11.0482,78.55,71,100,7.63,overcast clouds
524,Sapele,NG,2022-07-20 21:48:32,5.8941,5.6767,73.08,82,92,3.49,overcast clouds
525,Matara,LK,2022-07-20 21:48:32,5.9485,80.5353,77.85,87,91,14.14,overcast clouds
